SUMMARY 01/29/2011  $-5744.80    46
        BUY     10/19/1995  $-94.18
        BUY     10/19/1995  $-99.86
        SELL    10/19/1995  $61.01
        BUY     10/19/1995  $-93.23
        BUY     10/19/1995  $-69.63
        BUY     10/19/1995  $-96.10
        SELL    10/19/1995  $41.43
        SELL    10/19/1995  $25.25
        BUY     10/19/1995  $-36.18
        SELL    10/19/1995  $56.04
        SELL    10/19/1995  $56.95
        SELL    10/19/1995  $67.10
        BUY     10/20/1995  $-83.46
        SELL    10/20/1995  $19.85
        BUY     10/20/1995  $-4.23
        SELL    10/20/1995  $36.01
        SELL    10/20/1995  $98.08
        SELL    10/20/1995  $65.99
        SELL    10/20/1995  $69.44
        SELL    10/20/1995  $2.98
        SELL    10/20/1995  $9.39
        SELL    10/20/1995  $4.58
        SELL    10/20/1995  $58.23
        BUY     10/20/1995  $-13.12
        BUY     10/21/1995  $-36.21
      BUY     10/21/1995  $-4.55
      BUY     10/21/1995  $-94.52
      SELL    10/21/1995  $88.43
      BUY     10/21/1995  $-13.58
      SELL    10/21/1995  $71.76
      BUY     10/21/1995  $-21.59
      BUY     10/21/1995  $-45.23
      BUY     10/21/1995  $-47.30
      BUY     10/22/1995  $-5.99
      SELL    10/22/1995  $86.57
      BUY     10/22/1995  $-11.52
      BUY     10/22/1995  $-27.81
      BUY     10/22/1995  $-69.82
      BUY     10/22/1995  $-59.91
      BUY     10/22/1995  $-76.25
      BUY     10/22/1995  $-36.03
      BUY     10/22/1995  $-96.32
      SUMMARY 10/30/1995  $545.84    48
        SELL    10/22/1995  $46.28
        SELL    10/22/1995  $93.13
        SELL    10/22/1995  $11.36
        SELL    10/23/1995  $51.47
        SELL    10/23/1995  $59.04
        BUY     10/23/1995  $-26.48
        SELL    10/23/1995  $30.92
        SELL    10/23/1995  $74.65
        SELL    10/23/1995  $50.90
        SELL    10/23/1995  $77.57
        BUY     10/23/1995  $-49.85
        BUY     10/23/1995  $-99.38
        BUY     10/23/1995  $-44.39
        SELL    10/24/1995  $52.23
        BUY     10/24/1995  $-39.55
        SELL    10/24/1995  $70.68
        BUY     10/24/1995  $-15.76
        SELL    10/24/1995  $18.31
        BUY     10/24/1995  $-44.15
        SELL    10/24/1995  $96.03
        BUY     10/24/1995  $-13.99
        BUY     10/24/1995  $-93.67
        BUY     10/24/1995  $-28.37
        SELL    10/24/1995  $33.61
        BUY     10/25/1995  $-56.50
        SELL    10/25/1995  $58.69
        SELL    10/25/1995  $5.97
        SELL    10/25/1995  $71.42
        BUY     10/25/1995  $-78.39
        SELL    10/25/1995  $41.20
        SUMMARY 10/29/1995  $-115.29    42
          BUY     10/25/1995  $-41.25
          BUY     10/25/1995  $-22.56
          BUY     10/25/1995  $-55.97
          BUY     10/25/1995  $-69.29
          SELL    10/25/1995  $7.84
          BUY     10/25/1995  $-62.76
          SELL    10/25/1995  $56.89
          BUY     10/26/1995  $-81.55
          BUY     10/26/1995  $-6.40
          BUY     10/26/1995  $-39.86
          BUY     10/26/1995  $-8.86
          BUY     10/26/1995  $-66.27
          SELL    10/26/1995  $14.13
          BUY     10/26/1995  $-7.25
          BUY     10/26/1995  $-87.07
          SELL    10/26/1995  $14.08
          BUY     10/26/1995  $-47.55
          BUY     10/26/1995  $-49.60
          SELL    10/27/1995  $55.92
          BUY     10/27/1995  $-3.88
          SELL    10/27/1995  $26.63
          SELL    10/27/1995  $83.22
          BUY     10/27/1995  $-58.96
          SELL    10/27/1995  $57.21
          BUY     10/27/1995  $-32.74
          SELL    10/27/1995  $91.38
          SELL    10/27/1995  $54.56
          BUY     10/27/1995  $-56.84
          SELL    10/27/1995  $95.48
          SELL    10/28/1995  $75.39
          BUY     10/28/1995  $-57.19
          SELL    10/28/1995  $78.12
          BUY     10/28/1995  $-40.89
          BUY     10/28/1995  $-43.04
          SELL    10/28/1995  $88.76
          BUY     10/28/1995  $-21.47
          SELL    10/28/1995  $3.60
          BUY     10/28/1995  $-49.28
          BUY     10/28/1995  $-4.26
          SELL    10/28/1995  $57.00
          SELL    10/29/1995  $34.14
          SELL    10/29/1995  $5.15
        BUY     10/29/1995  $-1.88
        SELL    10/29/1995  $63.70
        BUY     10/29/1995  $-47.39
        BUY     10/29/1995  $-1.82
        SELL    10/29/1995  $89.78
        SELL    10/29/1995  $85.12
        SELL    10/29/1995  $65.27
        BUY     10/29/1995  $-3.59
        SELL    10/29/1995  $22.18
        SELL    10/30/1995  $43.85
        SELL    10/30/1995  $32.85
        BUY     10/30/1995  $-24.49
        BUY     10/30/1995  $-34.67
        BUY     10/30/1995  $-76.13
        SELL    10/30/1995  $90.26
        SELL    10/30/1995  $24.60
        BUY     10/30/1995  $-19.49
      SELL    10/30/1995  $22.43
      BUY     10/31/1995  $-89.34
      SELL    10/31/1995  $39.92
      SELL    10/31/1995  $12.28
      SELL    10/31/1995  $62.26
      SELL    10/31/1995  $32.41
    BUY     10/31/1995  $-12.50
    SUMMARY 11/18/1995  $148.16    53
      BUY     10/31/1995  $-61.78
      SELL    10/31/1995  $96.17
      SELL    10/31/1995  $27.66
      BUY     10/31/1995  $-17.23
      SELL    10/31/1995  $8.97
      SELL    11/01/1995  $27.29
      SELL    11/01/1995  $68.79
      SELL    11/01/1995  $45.76
      SELL    11/01/1995  $22.13
      SUMMARY 11/08/1995  $661.38    50
        SELL    11/01/1995  $92.15
        SELL    11/01/1995  $15.38
        SELL    11/01/1995  $68.54
        BUY     11/01/1995  $-88.95
        BUY     11/01/1995  $-21.76
        SELL    11/01/1995  $49.85
        BUY     11/01/1995  $-58.90
        SELL    11/02/1995  $33.59
        BUY     11/02/1995  $-87.96
        SUMMARY 11/05/1995  $686.00    34
          SELL    11/02/1995  $9.50
          SELL    11/02/1995  $44.29
          SELL    11/02/1995  $85.36
          SELL    11/02/1995  $38.45
          SELL    11/02/1995  $39.01
          SELL    11/02/1995  $82.60
          SELL    11/02/1995  $84.81
          BUY     11/02/1995  $-1.11
          SELL    11/03/1995  $2.60
          SELL    11/03/1995  $77.29
          BUY     11/03/1995  $-50.24
          BUY     11/03/1995  $-59.03
          BUY     11/03/1995  $-14.77
          BUY     11/03/1995  $-18.61
          BUY     11/03/1995  $-85.75
          SELL    11/03/1995  $87.98
          BUY     11/03/1995  $-54.00
          SELL    11/03/1995  $71.52
          SELL    11/03/1995  $2.81
          SELL    11/03/1995  $41.01
          SELL    11/03/1995  $81.23
          SELL    11/04/1995  $83.57
          SELL    11/04/1995  $6.51
          SELL    11/04/1995  $79.51
          SELL    11/04/1995  $40.59
          SELL    11/04/1995  $70.16
          SELL    11/04/1995  $49.97
          SELL    11/04/1995  $28.12
          BUY     11/04/1995  $-96.74
          BUY     11/04/1995  $-65.60
          SELL    11/04/1995  $42.64
          BUY     11/04/1995  $-58.66
          SELL    11/05/1995  $42.81
          BUY     11/05/1995  $-1.83
        SELL    11/05/1995  $38.80
        BUY     11/05/1995  $-86.87
        SELL    11/05/1995  $17.62
        BUY     11/05/1995  $-55.10
        SELL    11/05/1995  $62.65
        BUY     11/05/1995  $-84.84
        BUY     11/05/1995  $-70.15
        BUY     11/05/1995  $-1.41
        SELL    11/05/1995  $29.29
        SELL    11/06/1995  $78.58
        SELL    11/06/1995  $52.53
        BUY     11/06/1995  $-95.89
        BUY     11/06/1995  $-77.62
        SELL    11/06/1995  $47.32
        BUY     11/06/1995  $-24.83
        SELL    11/06/1995  $9.29
        BUY     11/06/1995  $-80.89
        BUY     11/06/1995  $-61.94
        BUY     11/06/1995  $-22.46
        BUY     11/06/1995  $-29.38
        BUY     11/06/1995  $-98.56
        SELL    11/06/1995  $40.43
        SELL    11/06/1995  $42.64
        SELL    11/07/1995  $62.62
        SELL    11/07/1995  $89.99
        BUY     11/07/1995  $-30.33
        SELL    11/07/1995  $82.41
        SELL    11/07/1995  $45.31
        BUY     11/07/1995  $-5.85
        BUY     11/07/1995  $-23.44
        BUY     11/07/1995  $-2.41
        SELL    11/07/1995  $53.24
        SELL    11/07/1995  $61.25
        BUY     11/07/1995  $-82.06
        SELL    11/07/1995  $11.55
        BUY     11/08/1995  $-23.39
        SELL    11/08/1995  $34.09
        SELL    11/08/1995  $23.16
        BUY     11/08/1995  $-19.80
        SELL    11/08/1995  $67.89
      BUY     11/08/1995  $-55.49
      SELL    11/08/1995  $26.09
      BUY     11/08/1995  $-74.27
      SELL    11/08/1995  $92.56
      BUY     11/08/1995  $-66.79
      BUY     11/08/1995  $-4.41
      SUMMARY 11/13/1995  $-472.51    29
        BUY     11/08/1995  $-3.32
        SELL    11/09/1995  $39.01
        BUY     11/09/1995  $-97.49
        SELL    11/09/1995  $88.09
        SELL    11/09/1995  $96.17
        SELL    11/09/1995  $76.04
        SELL    11/09/1995  $86.30
        BUY     11/09/1995  $-34.16
        BUY     11/09/1995  $-90.65
        BUY     11/09/1995  $-98.94
        BUY     11/09/1995  $-25.38
        BUY     11/10/1995  $-25.79
        BUY     11/10/1995  $-43.01
        BUY     11/10/1995  $-41.76
        BUY     11/10/1995  $-15.41
        SELL    11/10/1995  $10.94
        BUY     11/10/1995  $-95.46
        SELL    11/10/1995  $14.88
        SELL    11/10/1995  $34.50
        SELL    11/10/1995  $16.82
        SUMMARY 11/12/1995  $-177.26    18
          BUY     11/10/1995  $-9.41
          BUY     11/10/1995  $-81.99
          SELL    11/11/1995  $18.26
          BUY     11/11/1995  $-96.87
          BUY     11/11/1995  $-75.74
          BUY     11/11/1995  $-56.54
          SELL    11/11/1995  $0.20
          BUY     11/11/1995  $-51.29
          SELL    11/11/1995  $32.39
          BUY     11/11/1995  $-32.67
          BUY     11/11/1995  $-35.16
          SELL    11/11/1995  $91.65
          SELL    11/12/1995  $29.80
          BUY     11/12/1995  $-69.95
          BUY     11/12/1995  $-67.90
          SELL    11/12/1995  $86.99
          SELL    11/12/1995  $90.74
          SELL    11/12/1995  $50.23
        BUY     11/12/1995  $-77.66
        SELL    11/12/1995  $86.14
        SELL    11/12/1995  $5.94
        BUY     11/12/1995  $-54.34
        BUY     11/12/1995  $-13.18
        BUY     11/12/1995  $-38.42
        BUY     11/13/1995  $-30.76
        BUY     11/13/1995  $-64.35
      SELL    11/13/1995  $39.97
      SELL    11/13/1995  $37.18
      BUY     11/13/1995  $-58.93
      BUY     11/13/1995  $-44.96
      BUY     11/13/1995  $-35.70
      BUY     11/13/1995  $-3.99
      SELL    11/13/1995  $5.30
      SUMMARY 11/16/1995  $183.30    26
        BUY     11/13/1995  $-0.95
        SELL    11/14/1995  $27.01
        SELL    11/14/1995  $32.75
        SELL    11/14/1995  $58.77
        BUY     11/14/1995  $-41.33
        BUY     11/14/1995  $-95.96
        SELL    11/14/1995  $67.05
        BUY     11/14/1995  $-43.98
        SELL    11/14/1995  $80.63
        BUY     11/14/1995  $-98.23
        BUY     11/14/1995  $-22.47
        SELL    11/14/1995  $61.91
        SELL    11/15/1995  $61.10
        SELL    11/15/1995  $59.45
        SELL    11/15/1995  $95.41
        BUY     11/15/1995  $-51.63
        SELL    11/15/1995  $77.30
        BUY     11/15/1995  $-33.11
        SELL    11/15/1995  $72.55
        SELL    11/15/1995  $92.71
        BUY     11/15/1995  $-27.68
        BUY     11/15/1995  $-50.14
        BUY     11/15/1995  $-70.81
        BUY     11/15/1995  $-33.22
        BUY     11/15/1995  $-51.01
        SELL    11/16/1995  $17.18
      BUY     11/16/1995  $-40.78
      BUY     11/16/1995  $-55.29
      SELL    11/16/1995  $30.22
      SELL    11/16/1995  $84.74
      SELL    11/16/1995  $61.17
      BUY     11/16/1995  $-48.88
      BUY     11/16/1995  $-14.68
      BUY     11/16/1995  $-50.25
      BUY     11/16/1995  $-60.22
      SELL    11/16/1995  $24.39
      BUY     11/17/1995  $-6.41
      SELL    11/17/1995  $0.98
      SELL    11/17/1995  $23.43
      BUY     11/17/1995  $-88.38
      SELL    11/17/1995  $31.52
      SELL    11/17/1995  $28.34
      BUY     11/17/1995  $-30.94
      BUY     11/17/1995  $-16.01
      BUY     11/17/1995  $-48.05
      BUY     11/17/1995  $-28.81
      BUY     11/17/1995  $-94.05
      BUY     11/17/1995  $-87.50
      BUY     11/18/1995  $-42.93
      SELL    11/18/1995  $14.67
      BUY     11/18/1995  $-63.18
      SELL    11/18/1995  $85.89
      SELL    11/18/1995  $52.17
      SELL    11/18/1995  $40.51
    SELL    11/18/1995  $51.34
    SELL    11/18/1995  $50.00
    SELL    11/18/1995  $85.27
    SELL    11/18/1995  $46.55
    SUMMARY 12/06/1995  $-423.21    69
      BUY     11/18/1995  $-18.04
      SELL    11/18/1995  $83.73
      SELL    11/18/1995  $87.70
      SELL    11/19/1995  $46.22
      SELL    11/19/1995  $1.86
      SELL    11/19/1995  $95.51
      SELL    11/19/1995  $35.15
      BUY     11/19/1995  $-60.26
      BUY     11/19/1995  $-77.75
      BUY     11/19/1995  $-89.19
      SELL    11/19/1995  $1.62
      BUY     11/19/1995  $-17.88
      BUY     11/19/1995  $-57.83
      SUMMARY 11/26/1995  $-443.37    39
        BUY     11/19/1995  $-67.80
        SELL    11/19/1995  $55.88
        SELL    11/19/1995  $13.09
        BUY     11/19/1995  $-32.77
        BUY     11/20/1995  $-38.27
        BUY     11/20/1995  $-84.13
        SELL    11/20/1995  $26.65
        BUY     11/20/1995  $-72.15
        SELL    11/20/1995  $3.99
        SELL    11/20/1995  $29.56
        SELL    11/20/1995  $71.98
        BUY     11/20/1995  $-87.19
        SELL    11/20/1995  $20.71
        SELL    11/20/1995  $65.31
        SELL    11/21/1995  $12.12
        SELL    11/21/1995  $43.98
        BUY     11/21/1995  $-30.77
        BUY     11/21/1995  $-23.74
        BUY     11/21/1995  $-5.95
        SUMMARY 11/24/1995  $-279.02    35
          SELL    11/21/1995  $13.44
          BUY     11/21/1995  $-21.47
          BUY     11/21/1995  $-16.89
          BUY     11/21/1995  $-29.85
          BUY     11/21/1995  $-42.69
          SELL    11/21/1995  $2.54
          BUY     11/21/1995  $-37.32
          BUY     11/22/1995  $-98.11
          BUY     11/22/1995  $-90.52
          BUY     11/22/1995  $-45.80
          SELL    11/22/1995  $0.32
          SELL    11/22/1995  $15.29
          SELL    11/22/1995  $86.95
          SELL    11/22/1995  $50.79
          BUY     11/22/1995  $-57.05
          BUY     11/22/1995  $-88.05
          SELL    11/22/1995  $37.40
          SELL    11/23/1995  $53.53
          SELL    11/23/1995  $55.00
          BUY     11/23/1995  $-53.94
          BUY     11/23/1995  $-70.95
          BUY     11/23/1995  $-25.91
          BUY     11/23/1995  $-97.84
          SELL    11/23/1995  $37.42
          BUY     11/23/1995  $-43.78
          SELL    11/23/1995  $29.76
          BUY     11/24/1995  $-79.98
          SELL    11/24/1995  $80.89
          SELL    11/24/1995  $88.87
          BUY     11/24/1995  $-23.89
          BUY     11/24/1995  $-59.54
          SELL    11/24/1995  $52.85
          BUY     11/24/1995  $-10.59
          SELL    11/24/1995  $93.37
          SELL    11/24/1995  $16.73
        SELL    11/25/1995  $85.69
        BUY     11/25/1995  $-78.86
        BUY     11/25/1995  $-37.12
        BUY     11/25/1995  $-60.49
        SELL    11/25/1995  $90.75
        SELL    11/25/1995  $69.90
        BUY     11/25/1995  $-78.52
        BUY     11/25/1995  $-54.66
        SELL    11/25/1995  $35.26
        SELL    11/25/1995  $18.79
        SELL    11/25/1995  $14.55
        SELL    11/25/1995  $70.66
        SELL    11/25/1995  $24.63
        SELL    11/26/1995  $96.11
        BUY     11/26/1995  $-79.40
        BUY     11/26/1995  $-98.00
        SELL    11/26/1995  $64.07
        BUY     11/26/1995  $-59.11
        BUY     11/26/1995  $-89.10
      BUY     11/26/1995  $-42.90
      BUY     11/26/1995  $-75.43
      SELL    11/26/1995  $3.02
      BUY     11/26/1995  $-68.88
      BUY     11/27/1995  $-69.99
      BUY     11/27/1995  $-24.25
      BUY     11/27/1995  $-40.84
      SELL    11/27/1995  $64.02
      SELL    11/27/1995  $19.81
      BUY     11/27/1995  $-60.67
      SELL    11/27/1995  $81.51
      SELL    11/27/1995  $21.94
      BUY     11/27/1995  $-92.92
      SELL    11/27/1995  $70.60
      SELL    11/27/1995  $24.23
      BUY     11/28/1995  $-66.33
      SELL    11/28/1995  $39.81
      SELL    11/28/1995  $70.58
      BUY     11/28/1995  $-82.79
      BUY     11/28/1995  $-4.61
      BUY     11/28/1995  $-2.03
      SELL    11/28/1995  $46.09
      BUY     11/28/1995  $-61.85
      BUY     11/28/1995  $-63.24
      BUY     11/28/1995  $-45.62
      SELL    11/28/1995  $86.00
      SELL    11/28/1995  $52.36
      BUY     11/28/1995  $-81.33
      SELL    11/29/1995  $52.65
      SELL    11/29/1995  $88.64
      BUY     11/29/1995  $-23.82
      SELL    11/29/1995  $46.83
      SUMMARY 12/04/1995  $-57.32    39
        BUY     11/29/1995  $-6.97
        BUY     11/29/1995  $-21.02
        BUY     11/29/1995  $-7.39
        BUY     11/29/1995  $-26.90
        SELL    11/29/1995  $93.25
        BUY     11/29/1995  $-41.66
        SELL    11/29/1995  $91.51
        SELL    11/29/1995  $75.14
        BUY     11/29/1995  $-14.74
        BUY     11/30/1995  $-17.60
        SELL    11/30/1995  $8.45
        SELL    11/30/1995  $55.53
        BUY     11/30/1995  $-38.38
        SELL    11/30/1995  $44.20
        BUY     11/30/1995  $-20.96
        BUY     11/30/1995  $-2.99
        BUY     11/30/1995  $-22.98
        SELL    11/30/1995  $56.55
        SELL    11/30/1995  $15.91
        BUY     11/30/1995  $-94.35
        BUY     11/30/1995  $-67.53
        BUY     11/30/1995  $-21.58
        SELL    11/30/1995  $41.84
        BUY     12/01/1995  $-74.64
        SELL    12/01/1995  $28.80
        SELL    12/01/1995  $2.39
        SELL    12/01/1995  $15.28
        BUY     12/01/1995  $-32.75
        BUY     12/01/1995  $-62.94
        SUMMARY 12/03/1995  $-154.77    31
          SELL    12/01/1995  $29.16
          BUY     12/01/1995  $-76.15
          BUY     12/01/1995  $-55.65
          SELL    12/01/1995  $84.51
          BUY     12/01/1995  $-6.97
          BUY     12/01/1995  $-47.27
          SELL    12/02/1995  $87.47
          SELL    12/02/1995  $11.31
          BUY     12/02/1995  $-75.15
          SELL    12/02/1995  $2.50
          BUY     12/02/1995  $-33.80
          SELL    12/02/1995  $77.14
          BUY     12/02/1995  $-7.61
          BUY     12/02/1995  $-73.21
          SELL    12/02/1995  $12.70
          BUY     12/02/1995  $-99.50
          BUY     12/02/1995  $-66.29
          BUY     12/02/1995  $-14.73
          SELL    12/03/1995  $99.90
          BUY     12/03/1995  $-94.98
          SELL    12/03/1995  $81.77
          BUY     12/03/1995  $-35.73
          SELL    12/03/1995  $58.15
          BUY     12/03/1995  $-59.50
          SELL    12/03/1995  $84.03
          BUY     12/03/1995  $-91.61
          BUY     12/03/1995  $-23.99
          SELL    12/03/1995  $27.62
          SELL    12/03/1995  $37.94
          BUY     12/03/1995  $-30.74
          SELL    12/03/1995  $43.91
        SELL    12/04/1995  $31.61
        BUY     12/04/1995  $-94.38
        SELL    12/04/1995  $78.60
        BUY     12/04/1995  $-49.91
        SELL    12/04/1995  $92.56
        SELL    12/04/1995  $22.38
        SELL    12/04/1995  $93.52
        SELL    12/04/1995  $68.95
        BUY     12/04/1995  $-99.35
      SELL    12/04/1995  $9.14
      SELL    12/04/1995  $6.54
      SELL    12/04/1995  $87.54
      SELL    12/05/1995  $61.17
      BUY     12/05/1995  $-71.56
      SELL    12/05/1995  $52.20
      BUY     12/05/1995  $-79.08
      BUY     12/05/1995  $-24.20
      SELL    12/05/1995  $77.42
      BUY     12/05/1995  $-44.86
      SELL    12/05/1995  $36.66
      BUY     12/05/1995  $-1.87
      BUY     12/05/1995  $-14.45
      SELL    12/05/1995  $32.81
      SELL    12/05/1995  $41.03
      SELL    12/06/1995  $96.11
      BUY     12/06/1995  $-83.67
      BUY     12/06/1995  $-32.40
      BUY     12/06/1995  $-11.88
      SELL    12/06/1995  $91.41
      BUY     12/06/1995  $-97.67
      SELL    12/06/1995  $55.66
    SUMMARY 12/19/1995  $-883.30    20
      SELL    12/06/1995  $29.01
      BUY     12/06/1995  $-82.88
      BUY     12/06/1995  $-0.40
      SELL    12/06/1995  $22.66
      SUMMARY 12/11/1995  $-832.96    42
        BUY     12/06/1995  $-81.86
        SELL    12/07/1995  $62.68
        BUY     12/07/1995  $-48.89
        SELL    12/07/1995  $8.04
        BUY     12/07/1995  $-22.41
        BUY     12/07/1995  $-54.53
        SUMMARY 12/09/1995  $-267.42    20
          BUY     12/07/1995  $-42.05
          SELL    12/07/1995  $19.97
          BUY     12/07/1995  $-71.81
          SELL    12/07/1995  $68.11
          BUY     12/07/1995  $-75.40
          SELL    12/07/1995  $37.45
          BUY     12/07/1995  $-49.88
          SELL    12/07/1995  $50.33
          BUY     12/08/1995  $-4.89
          BUY     12/08/1995  $-37.20
          SELL    12/08/1995  $78.15
          SELL    12/08/1995  $17.33
          BUY     12/08/1995  $-82.41
          SELL    12/08/1995  $59.39
          BUY     12/08/1995  $-90.88
          BUY     12/08/1995  $-60.51
          BUY     12/08/1995  $-48.28
          BUY     12/08/1995  $-36.63
          BUY     12/08/1995  $-2.58
          SELL    12/09/1995  $4.37
        SELL    12/09/1995  $77.17
        BUY     12/09/1995  $-97.53
        SELL    12/09/1995  $67.31
        BUY     12/09/1995  $-6.95
        SELL    12/09/1995  $62.57
        BUY     12/09/1995  $-72.18
        BUY     12/09/1995  $-27.34
        SELL    12/09/1995  $74.50
        BUY     12/09/1995  $-37.18
        BUY     12/09/1995  $-85.02
        BUY     12/09/1995  $-70.22
        BUY     12/10/1995  $-37.32
        SELL    12/10/1995  $10.64
        BUY     12/10/1995  $-95.19
        SELL    12/10/1995  $79.35
        BUY     12/10/1995  $-29.55
        BUY     12/10/1995  $-55.02
        BUY     12/10/1995  $-9.55
        SELL    12/10/1995  $12.90
        BUY     12/10/1995  $-42.26
        BUY     12/10/1995  $-21.59
        BUY     12/10/1995  $-67.28
        SELL    12/10/1995  $93.84
        BUY     12/11/1995  $-52.51
        SELL    12/11/1995  $15.11
        BUY     12/11/1995  $-25.67
        BUY     12/11/1995  $-67.07
        BUY     12/11/1995  $-74.32
        SELL    12/11/1995  $59.37
        BUY     12/11/1995  $-12.90
        SELL    12/11/1995  $57.70
        SELL    12/11/1995  $9.71
        BUY     12/11/1995  $-41.08
        SELL    12/11/1995  $31.75
        BUY     12/11/1995  $-52.76
      SELL    12/12/1995  $49.49
      SELL    12/12/1995  $99.74
      BUY     12/12/1995  $-16.61
      BUY     12/12/1995  $-1.22
      SUMMARY 12/18/1995  $-263.92    38
        SELL    12/12/1995  $94.60
        BUY     12/12/1995  $-26.97
        BUY     12/12/1995  $-48.67
        BUY     12/12/1995  $-39.27
        BUY     12/12/1995  $-79.29
        BUY     12/12/1995  $-70.71
        SELL    12/12/1995  $50.22
        BUY     12/12/1995  $-4.64
        BUY     12/13/1995  $-17.80
        SELL    12/13/1995  $44.63
        SELL    12/13/1995  $90.34
        SELL    12/13/1995  $16.61
        BUY     12/13/1995  $-27.02
        SELL    12/13/1995  $64.38
        SELL    12/13/1995  $55.35
        BUY     12/13/1995  $-2.27
        BUY     12/13/1995  $-51.65
        BUY     12/13/1995  $-44.45
        BUY     12/13/1995  $-53.58
        SELL    12/13/1995  $70.87
        SELL    12/14/1995  $19.34
        BUY     12/14/1995  $-20.07
        BUY     12/14/1995  $-35.37
        BUY     12/14/1995  $-85.85
        SELL    12/14/1995  $78.32
        SELL    12/14/1995  $68.96
        BUY     12/14/1995  $-8.94
        BUY     12/14/1995  $-46.26
        SELL    12/14/1995  $22.87
        BUY     12/14/1995  $-2.87
        SELL    12/14/1995  $57.17
        BUY     12/14/1995  $-46.61
        SELL    12/14/1995  $52.14
        BUY     12/15/1995  $-28.67
        BUY     12/15/1995  $-85.89
        BUY     12/15/1995  $-51.77
        BUY     12/15/1995  $-32.27
        SUMMARY 12/18/1995  $-138.83    35
          BUY     12/15/1995  $-26.97
          BUY     12/15/1995  $-95.14
          SELL    12/15/1995  $52.77
          BUY     12/15/1995  $-38.78
          BUY     12/15/1995  $-33.16
          SELL    12/16/1995  $58.49
          SELL    12/16/1995  $12.74
          BUY     12/16/1995  $-37.06
          BUY     12/16/1995  $-47.39
          SELL    12/16/1995  $1.93
          BUY     12/16/1995  $-48.68
          SELL    12/16/1995  $84.26
          SELL    12/16/1995  $29.11
          SELL    12/16/1995  $3.88
          BUY     12/16/1995  $-54.32
          BUY     12/16/1995  $-54.29
          SELL    12/16/1995  $47.93
          BUY     12/16/1995  $-48.92
          SELL    12/16/1995  $65.75
          SELL    12/16/1995  $62.58
          BUY     12/17/1995  $-12.31
          BUY     12/17/1995  $-70.54
          SELL    12/17/1995  $51.45
          SELL    12/17/1995  $21.64
          BUY     12/17/1995  $-38.16
          BUY     12/17/1995  $-37.06
          BUY     12/17/1995  $-40.19
          SELL    12/17/1995  $33.19
          BUY     12/17/1995  $-23.55
          BUY     12/17/1995  $-0.40
          SELL    12/17/1995  $69.77
          SELL    12/17/1995  $19.68
          BUY     12/17/1995  $-32.59
          SELL    12/17/1995  $59.63
          BUY     12/18/1995  $-74.12
      SELL    12/18/1995  $90.21
      BUY     12/18/1995  $-2.18
      SELL    12/18/1995  $17.25
      BUY     12/18/1995  $-64.31
      SELL    12/18/1995  $7.65
      SELL    12/18/1995  $50.66
      SELL    12/18/1995  $84.57
      SELL    12/18/1995  $60.98
      BUY     12/18/1995  $-57.62
      BUY     12/19/1995  $-73.42
    BUY     12/19/1995  $-93.71
    SELL    12/19/1995  $99.45
    BUY     12/19/1995  $-54.76
    SUMMARY 12/25/1995  $188.51    38
      BUY     12/19/1995  $-32.22
      BUY     12/19/1995  $-94.04
      SELL    12/19/1995  $74.57
      BUY     12/19/1995  $-67.07
      SELL    12/19/1995  $34.15
      BUY     12/19/1995  $-22.84
      SELL    12/20/1995  $38.92
      SELL    12/20/1995  $68.63
      SELL    12/20/1995  $94.71
      BUY     12/20/1995  $-47.99
      SELL    12/20/1995  $28.24
      SELL    12/20/1995  $22.15
      BUY     12/20/1995  $-14.97
      SUMMARY 12/22/1995  $107.90    25
        SELL    12/20/1995  $64.31
        BUY     12/20/1995  $-14.17
        BUY     12/21/1995  $-71.15
        SELL    12/21/1995  $56.15
        BUY     12/21/1995  $-64.52
        SELL    12/21/1995  $38.43
        SELL    12/21/1995  $91.19
        BUY     12/21/1995  $-81.44
        BUY     12/21/1995  $-9.86
        BUY     12/21/1995  $-24.20
        SELL    12/21/1995  $16.86
        SELL    12/21/1995  $46.49
        SELL    12/21/1995  $10.72
        SELL    12/21/1995  $56.92
        SELL    12/22/1995  $85.21
        BUY     12/22/1995  $-25.24
        SELL    12/22/1995  $45.33
        SELL    12/22/1995  $42.55
        BUY     12/22/1995  $-78.87
        SELL    12/22/1995  $6.54
        SELL    12/22/1995  $29.70
        BUY     12/22/1995  $-63.36
        SELL    12/22/1995  $2.28
        BUY     12/22/1995  $-80.66
        SELL    12/22/1995  $28.69
      BUY     12/22/1995  $-3.42
      BUY     12/23/1995  $-1.72
      SELL    12/23/1995  $91.65
      BUY     12/23/1995  $-74.58
      SELL    12/23/1995  $40.26
      BUY     12/23/1995  $-9.20
      SELL    12/23/1995  $18.42
      SELL    12/23/1995  $39.64
      SELL    12/23/1995  $5.34
      SELL    12/23/1995  $7.95
      BUY     12/23/1995  $-39.65
      BUY     12/23/1995  $-25.56
      SELL    12/24/1995  $22.22
      SELL    12/24/1995  $5.59
      BUY     12/24/1995  $-49.19
      BUY     12/24/1995  $-64.43
      SELL    12/24/1995  $50.53
      SELL    12/24/1995  $81.05
      SELL    12/24/1995  $12.00
      BUY     12/24/1995  $-98.51
      SELL    12/24/1995  $73.86
      SELL    12/24/1995  $44.40
      BUY     12/24/1995  $-78.44
      BUY     12/24/1995  $-49.84
